1 0:0.605 1:0.475 2:0.18 3:0.9365 4:0.394 5:0.219 6:0.295 7:15
1 0:0.575 1:0.425 2:0.14 3:0.8635 4:0.393 5:0.227 6:0.2 7:11
1 0:0.58 1:0.47 2:0.165 3:0.9975 4:0.3935 5:0.242 6:0.33 7:10
2 0:0.68 1:0.56 2:0.165 3:1.639 4:0.6055 5:0.2805 6:0.46 7:15
1 0:0.665 1:0.525 2:0.165 3:1.338 4:0.5515 5:0.3575 6:0.35 7:18
2 0:0.68 1:0.55 2:0.175 3:1.798 4:0.815 5:0.3925 6:0.455 7:19
2 0:0.705 1:0.55 2:0.2 3:1.7095 4:0.633 5:0.4115 6:0.49 7:13
1 0:0.465 1:0.355 2:0.105 3:0.4795 4:0.227 5:0.124 6:0.125 7:8
2 0:0.54 1:0.475 2:0.155 3:1.217 4:0.5305 5:0.3075 6:0.34 7:16
2 0:0.45 1:0.355 2:0.105 3:0.5225 4:0.237 5:0.1165 6:0.145 7:8
2 0:0.575 1:0.445 2:0.135 3:0.883 4:0.381 5:0.2035 6:0.26 7:11
1 0:0.355 1:0.29 2:0.09 3:0.3275 4:0.134 5:0.086 6:0.09 7:9
2 0:0.45 1:0.335 2:0.105 3:0.425 4:0.1865 5:0.091 6:0.115 7:9
2 0:0.55 1:0.425 2:0.135 3:0.8515 4:0.362 5:0.196 6:0.27 7:14
3 0:0.24 1:0.175 2:0.045 3:0.07 4:0.0315 5:0.0235 6:0.02 7:5
3 0:0.205 1:0.15 2:0.055 3:0.042 4:0.0255 5:0.015 6:0.012 7:5
3 0:0.21 1:0.15 2:0.05 3:0.042 4:0.0175 5:0.0125 6:0.015 7:4
3 0:0.39 1:0.295 2:0.095 3:0.203 4:0.0875 5:0.045 6:0.075 7:7
1 0:0.47 1:0.37 2:0.12 3:0.5795 4:0.293 5:0.227 6:0.14 7:9
2 0:0.46 1:0.375 2:0.12 3:0.4605 4:0.1775 5:0.11 6:0.15 7:7
3 0:0.325 1:0.245 2:0.07 3:0.161 4:0.0755 5:0.0255 6:0.045 7:6
2 0:0.525 1:0.425 2:0.16 3:0.8355 4:0.3545 5:0.2135 6:0.245 7:9
3 0:0.52 1:0.41 2:0.12 3:0.595 4:0.2385 5:0.111 6:0.19 7:8
1 0:0.4 1:0.32 2:0.095 3:0.303 4:0.1335 5:0.06 6:0.1 7:7
1 0:0.485 1:0.36 2:0.13 3:0.5415 4:0.2595 5:0.096 6:0.16 7:10
2 0:0.47 1:0.36 2:0.12 3:0.4775 4:0.2105 5:0.1055 6:0.15 7:10
1 0:0.405 1:0.31 2:0.1 3:0.385 4:0.173 5:0.0915 6:0.11 7:7
2 0:0.5 1:0.4 2:0.14 3:0.6615 4:0.2565 5:0.1755 6:0.22 7:8
1 0:0.445 1:0.35 2:0.12 3:0.4425 4:0.192 5:0.0955 6:0.135 7:8
1 0:0.47 1:0.385 2:0.135 3:0.5895 4:0.2765 5:0.12 6:0.17 7:8
3 0:0.245 1:0.19 2:0.06 3:0.086 4:0.042 5:0.014 6:0.025 7:4
2 0:0.505 1:0.4 2:0.125 3:0.583 4:0.246 5:0.13 6:0.175 7:7
1 0:0.45 1:0.345 2:0.105 3:0.4115 4:0.18 5:0.1125 6:0.135 7:7
1 0:0.505 1:0.405 2:0.11 3:0.625 4:0.305 5:0.16 6:0.175 7:9
2 0:0.53 1:0.41 2:0.13 3:0.6965 4:0.302 5:0.1935 6:0.2 7:10
1 0:0.425 1:0.325 2:0.095 3:0.3785 4:0.1705 5:0.08 6:0.1 7:7
1 0:0.52 1:0.4 2:0.12 3:0.58 4:0.234 5:0.1315 6:0.185 7:8
1 0:0.475 1:0.355 2:0.12 3:0.48 4:0.234 5:0.1015 6:0.135 7:8
2 0:0.565 1:0.44 2:0.16 3:0.915 4:0.354 5:0.1935 6:0.32 7:12
2 0:0.595 1:0.495 2:0.185 3:1.285 4:0.416 5:0.224 6:0.485 7:13
2 0:0.475 1:0.39 2:0.12 3:0.5305 4:0.2135 5:0.1155 6:0.17 7:10
3 0:0.31 1:0.235 2:0.07 3:0.151 4:0.063 5:0.0405 6:0.045 7:6
1 0:0.555 1:0.425 2:0.13 3:0.7665 4:0.264 5:0.168 6:0.275 7:13
2 0:0.4 1:0.32 2:0.11 3:0.353 4:0.1405 5:0.0985 6:0.1 7:8
2 0:0.595 1:0.475 2:0.17 3:1.247 4:0.48 5:0.225 6:0.425 7:20
1 0:0.57 1:0.48 2:0.175 3:1.185 4:0.474 5:0.261 6:0.38 7:11
2 0:0.605 1:0.45 2:0.195 3:1.098 4:0.481 5:0.2895 6:0.315 7:13
2 0:0.6 1:0.475 2:0.15 3:1.0075 4:0.4425 5:0.221 6:0.28 7:15
1 0:0.595 1:0.475 2:0.14 3:0.944 4:0.3625 5:0.189 6:0.315 7:9
2 0:0.6 1:0.47 2:0.15 3:0.922 4:0.363 5:0.194 6:0.305 7:10
2 0:0.555 1:0.425 2:0.14 3:0.788 4:0.282 5:0.1595 6:0.285 7:11
2 0:0.615 1:0.475 2:0.17 3:1.1025 4:0.4695 5:0.2355 6:0.345 7:14
2 0:0.575 1:0.445 2:0.14 3:0.941 4:0.3845 5:0.252 6:0.285 7:9
1 0:0.62 1:0.51 2:0.175 3:1.615 4:0.5105 5:0.192 6:0.675 7:12
2 0:0.52 1:0.425 2:0.165 3:0.9885 4:0.396 5:0.225 6:0.32 7:16
1 0:0.595 1:0.475 2:0.16 3:1.3175 4:0.408 5:0.234 6:0.58 7:21
1 0:0.58 1:0.45 2:0.14 3:1.013 4:0.38 5:0.216 6:0.36 7:14
2 0:0.57 1:0.465 2:0.18 3:1.295 4:0.339 5:0.2225 6:0.44 7:12
1 0:0.625 1:0.465 2:0.14 3:1.195 4:0.4825 5:0.205 6:0.4 7:13
1 0:0.56 1:0.44 2:0.16 3:0.8645 4:0.3305 5:0.2075 6:0.26 7:10
2 0:0.46 1:0.355 2:0.13 3:0.517 4:0.2205 5:0.114 6:0.165 7:9
2 0:0.575 1:0.45 2:0.16 3:0.9775 4:0.3135 5:0.231 6:0.33 7:12
1 0:0.565 1:0.425 2:0.135 3:0.8115 4:0.341 5:0.1675 6:0.255 7:15
1 0:0.555 1:0.44 2:0.15 3:0.755 4:0.307 5:0.1525 6:0.26 7:12
1 0:0.595 1:0.465 2:0.175 3:1.115 4:0.4015 5:0.254 6:0.39 7:13
2 0:0.625 1:0.495 2:0.165 3:1.262 4:0.507 5:0.318 6:0.39 7:10
1 0:0.695 1:0.56 2:0.19 3:1.494 4:0.588 5:0.3425 6:0.485 7:15
1 0:0.665 1:0.535 2:0.195 3:1.606 4:0.5755 5:0.388 6:0.48 7:14
1 0:0.535 1:0.435 2:0.15 3:0.725 4:0.269 5:0.1385 6:0.25 7:9
1 0:0.47 1:0.375 2:0.13 3:0.523 4:0.214 5:0.132 6:0.145 7:8
1 0:0.47 1:0.37 2:0.13 3:0.5225 4:0.201 5:0.133 6:0.165 7:7
2 0:0.475 1:0.375 2:0.125 3:0.5785 4:0.2775 5:0.085 6:0.155 7:10
3 0:0.36 1:0.265 2:0.095 3:0.2315 4:0.105 5:0.046 6:0.075 7:7
1 0:0.55 1:0.435 2:0.145 3:0.843 4:0.328 5:0.1915 6:0.255 7:15
1 0:0.53 1:0.435 2:0.16 3:0.883 4:0.316 5:0.164 6:0.335 7:15
1 0:0.53 1:0.415 2:0.14 3:0.724 4:0.3105 5:0.1675 6:0.205 7:10
1 0:0.605 1:0.47 2:0.16 3:1.1735 4:0.4975 5:0.2405 6:0.345 7:12
2 0:0.52 1:0.41 2:0.155 3:0.727 4:0.291 5:0.1835 6:0.235 7:12
2 0:0.545 1:0.43 2:0.165 3:0.802 4:0.2935 5:0.183 6:0.28 7:11
2 0:0.5 1:0.4 2:0.125 3:0.6675 4:0.261 5:0.1315 6:0.22 7:10
2 0:0.51 1:0.39 2:0.135 3:0.6335 4:0.231 5:0.179 6:0.2 7:9
2 0:0.435 1:0.395 2:0.105 3:0.3635 4:0.136 5:0.098 6:0.13 7:9
1 0:0.495 1:0.395 2:0.125 3:0.5415 4:0.2375 5:0.1345 6:0.155 7:9
1 0:0.465 1:0.36 2:0.105 3:0.431 4:0.172 5:0.107 6:0.175 7:9
3 0:0.435 1:0.32 2:0.08 3:0.3325 4:0.1485 5:0.0635 6:0.105 7:9
1 0:0.425 1:0.35 2:0.105 3:0.393 4:0.13 5:0.063 6:0.165 7:9
2 0:0.545 1:0.41 2:0.125 3:0.6935 4:0.2975 5:0.146 6:0.21 7:11
2 0:0.53 1:0.415 2:0.115 3:0.5915 4:0.233 5:0.1585 6:0.18 7:11
2 0:0.49 1:0.375 2:0.135 3:0.6125 4:0.2555 5:0.102 6:0.22 7:11
1 0:0.44 1:0.34 2:0.105 3:0.402 4:0.1305 5:0.0955 6:0.165 7:10
2 0:0.56 1:0.43 2:0.15 3:0.8825 4:0.3465 5:0.172 6:0.31 7:9
1 0:0.405 1:0.305 2:0.085 3:0.2605 4:0.1145 5:0.0595 6:0.085 7:8
2 0:0.47 1:0.365 2:0.105 3:0.4205 4:0.163 5:0.1035 6:0.14 7:9
3 0:0.385 1:0.295 2:0.085 3:0.2535 4:0.103 5:0.0575 6:0.085 7:7
2 0:0.515 1:0.425 2:0.14 3:0.766 4:0.304 5:0.1725 6:0.255 7:14
1 0:0.37 1:0.265 2:0.075 3:0.214 4:0.09 5:0.051 6:0.07 7:6
3 0:0.36 1:0.28 2:0.08 3:0.1755 4:0.081 5:0.0505 6:0.07 7:6
3 0:0.27 1:0.195 2:0.06 3:0.073 4:0.0285 5:0.0235 6:0.03 7:5
3 0:0.375 1:0.275 2:0.09 3:0.238 4:0.1075 5:0.0545 6:0.07 7:6
3 0:0.385 1:0.29 2:0.085 3:0.2505 4:0.112 5:0.061 6:0.08 7:8
1 0:0.7 1:0.535 2:0.16 3:1.7255 4:0.63 5:0.2635 6:0.54 7:19
1 0:0.71 1:0.54 2:0.165 3:1.959 4:0.7665 5:0.261 6:0.78 7:18
1 0:0.595 1:0.48 2:0.165 3:1.262 4:0.4835 5:0.283 6:0.41 7:17
2 0:0.44 1:0.35 2:0.125 3:0.4035 4:0.175 5:0.063 6:0.129 7:9
2 0:0.325 1:0.26 2:0.09 3:0.1915 4:0.085 5:0.036 6:0.062 7:7
3 0:0.35 1:0.26 2:0.095 3:0.211 4:0.086 5:0.056 6:0.068 7:7
3 0:0.265 1:0.2 2:0.065 3:0.0975 4:0.04 5:0.0205 6:0.028 7:7
2 0:0.425 1:0.33 2:0.115 3:0.406 4:0.1635 5:0.081 6:0.1355 7:8
2 0:0.305 1:0.23 2:0.08 3:0.156 4:0.0675 5:0.0345 6:0.048 7:7
1 0:0.345 1:0.255 2:0.09 3:0.2005 4:0.094 5:0.0295 6:0.063 7:9
2 0:0.405 1:0.325 2:0.11 3:0.3555 4:0.151 5:0.063 6:0.117 7:9
1 0:0.375 1:0.285 2:0.095 3:0.253 4:0.096 5:0.0575 6:0.0925 7:9
2 0:0.565 1:0.445 2:0.155 3:0.826 4:0.341 5:0.2055 6:0.2475 7:10
2 0:0.55 1:0.45 2:0.145 3:0.741 4:0.295 5:0.1435 6:0.2665 7:10
1 0:0.65 1:0.52 2:0.19 3:1.3445 4:0.519 5:0.306 6:0.4465 7:16
1 0:0.56 1:0.455 2:0.155 3:0.797 4:0.34 5:0.19 6:0.2425 7:11
1 0:0.475 1:0.375 2:0.13 3:0.5175 4:0.2075 5:0.1165 6:0.17 7:10
2 0:0.49 1:0.38 2:0.125 3:0.549 4:0.245 5:0.1075 6:0.174 7:10
1 0:0.46 1:0.35 2:0.12 3:0.515 4:0.224 5:0.108 6:0.1565 7:10
3 0:0.28 1:0.205 2:0.08 3:0.127 4:0.052 5:0.039 6:0.042 7:9
3 0:0.175 1:0.13 2:0.055 3:0.0315 4:0.0105 5:0.0065 6:0.0125 7:5
3 0:0.17 1:0.13 2:0.095 3:0.03 4:0.013 5:0.008 6:0.01 7:4
1 0:0.59 1:0.475 2:0.145 3:1.053 4:0.4415 5:0.262 6:0.325 7:15
2 0:0.605 1:0.5 2:0.185 3:1.1185 4:0.469 5:0.2585 6:0.335 7:9
2 0:0.635 1:0.515 2:0.19 3:1.3715 4:0.5065 5:0.305 6:0.45 7:10
2 0:0.605 1:0.485 2:0.16 3:1.0565 4:0.37 5:0.2355 6:0.355 7:10
2 0:0.565 1:0.45 2:0.135 3:0.9885 4:0.387 5:0.1495 6:0.31 7:12
1 0:0.515 1:0.405 2:0.13 3:0.722 4:0.32 5:0.131 6:0.21 7:10
2 0:0.575 1:0.46 2:0.19 3:0.994 4:0.392 5:0.2425 6:0.34 7:13
1 0:0.645 1:0.485 2:0.215 3:1.514 4:0.546 5:0.2615 6:0.635 7:16
2 0:0.58 1:0.455 2:0.17 3:0.9075 4:0.374 5:0.2135 6:0.285 7:13
2 0:0.575 1:0.46 2:0.165 3:1.124 4:0.2985 5:0.1785 6:0.44 7:13
1 0:0.605 1:0.465 2:0.165 3:1.056 4:0.4215 5:0.2475 6:0.34 7:13
2 0:0.605 1:0.485 2:0.16 3:1.222 4:0.53 5:0.2575 6:0.28 7:13
1 0:0.61 1:0.485 2:0.175 3:1.2445 4:0.544 5:0.297 6:0.345 7:12
2 0:0.725 1:0.56 2:0.21 3:2.141 4:0.65 5:0.398 6:1.005 7:18
2 0:0.65 1:0.545 2:0.23 3:1.752 4:0.5605 5:0.2895 6:0.815 7:16
1 0:0.725 1:0.57 2:0.19 3:2.55 4:1.0705 5:0.483 6:0.725 7:14
2 0:0.725 1:0.575 2:0.175 3:2.124 4:0.765 5:0.4515 6:0.85 7:20
2 0:0.68 1:0.57 2:0.205 3:1.842 4:0.625 5:0.408 6:0.65 7:20
1 0:0.705 1:0.56 2:0.22 3:1.981 4:0.8175 5:0.3085 6:0.76 7:14
2 0:0.68 1:0.515 2:0.175 3:1.6185 4:0.5125 5:0.409 6:0.62 7:12
1 0:0.695 1:0.55 2:0.215 3:1.9565 4:0.7125 5:0.541 6:0.59 7:14
2 0:0.53 1:0.395 2:0.145 3:0.775 4:0.308 5:0.169 6:0.255 7:7
1 0:0.525 1:0.435 2:0.155 3:1.065 4:0.486 5:0.233 6:0.285 7:8
2 0:0.52 1:0.405 2:0.115 3:0.776 4:0.32 5:0.1845 6:0.22 7:8
3 0:0.235 1:0.16 2:0.04 3:0.048 4:0.0185 5:0.018 6:0.015 7:5
3 0:0.36 1:0.26 2:0.09 3:0.1785 4:0.0645 5:0.037 6:0.075 7:7
3 0:0.315 1:0.21 2:0.06 3:0.125 4:0.06 5:0.0375 6:0.035 7:5
3 0:0.315 1:0.245 2:0.085 3:0.1435 4:0.053 5:0.0475 6:0.05 7:8
3 0:0.225 1:0.16 2:0.045 3:0.0465 4:0.025 5:0.015 6:0.015 7:4
1 0:0.58 1:0.475 2:0.15 3:0.97 4:0.385 5:0.2165 6:0.35 7:11
1 0:0.57 1:0.48 2:0.18 3:0.9395 4:0.399 5:0.2 6:0.295 7:14
1 0:0.64 1:0.51 2:0.175 3:1.368 4:0.515 5:0.266 6:0.57 7:21
2 0:0.56 1:0.45 2:0.16 3:1.0235 4:0.429 5:0.268 6:0.3 7:10
2 0:0.62 1:0.475 2:0.175 3:1.0165 4:0.4355 5:0.214 6:0.325 7:10
2 0:0.645 1:0.51 2:0.2 3:1.5675 4:0.621 5:0.367 6:0.46 7:12
1 0:0.62 1:0.49 2:0.19 3:1.218 4:0.5455 5:0.2965 6:0.355 7:13
2 0:0.63 1:0.48 2:0.15 3:1.0525 4:0.392 5:0.336 6:0.285 7:12
2 0:0.63 1:0.5 2:0.185 3:1.383 4:0.54 5:0.3315 6:0.38 7:10
2 0:0.63 1:0.48 2:0.16 3:1.199 4:0.5265 5:0.335 6:0.315 7:11
2 0:0.585 1:0.46 2:0.17 3:0.9325 4:0.365 5:0.271 6:0.29 7:9
1 0:0.615 1:0.48 2:0.18 3:1.1595 4:0.4845 5:0.2165 6:0.325 7:13
1 0:0.61 1:0.485 2:0.17 3:1.0225 4:0.419 5:0.2405 6:0.36 7:12
1 0:0.58 1:0.45 2:0.15 3:0.927 4:0.276 5:0.1815 6:0.36 7:14
3 0:0.355 1:0.275 2:0.085 3:0.22 4:0.092 5:0.06 6:0.15 7:8
2 0:0.51 1:0.4 2:0.14 3:0.8145 4:0.459 5:0.1965 6:0.195 7:10
1 0:0.5 1:0.405 2:0.155 3:0.772 4:0.346 5:0.1535 6:0.245 7:12
2 0:0.505 1:0.41 2:0.15 3:0.644 4:0.285 5:0.145 6:0.21 7:11
1 0:0.64 1:0.5 2:0.185 3:1.3035 4:0.4445 5:0.2635 6:0.465 7:16
1 0:0.56 1:0.45 2:0.16 3:0.922 4:0.432 5:0.178 6:0.26 7:15
1 0:0.585 1:0.46 2:0.185 3:0.922 4:0.3635 5:0.213 6:0.285 7:10
2 0:0.45 1:0.345 2:0.12 3:0.4165 4:0.1655 5:0.095 6:0.135 7:9
1 0:0.5 1:0.4 2:0.165 3:0.825 4:0.254 5:0.205 6:0.285 7:13
2 0:0.5 1:0.4 2:0.145 3:0.63 4:0.234 5:0.1465 6:0.23 7:12
2 0:0.53 1:0.435 2:0.17 3:0.8155 4:0.2985 5:0.155 6:0.275 7:13
1 0:0.42 1:0.335 2:0.115 3:0.369 4:0.171 5:0.071 6:0.12 7:8
2 0:0.44 1:0.34 2:0.14 3:0.482 4:0.186 5:0.1085 6:0.16 7:9
3 0:0.4 1:0.3 2:0.11 3:0.315 4:0.109 5:0.067 6:0.12 7:9
3 0:0.435 1:0.34 2:0.11 3:0.3795 4:0.1495 5:0.085 6:0.12 7:8
2 0:0.525 1:0.415 2:0.17 3:0.8325 4:0.2755 5:0.1685 6:0.31 7:13
3 0:0.37 1:0.28 2:0.095 3:0.2655 4:0.122 5:0.052 6:0.08 7:7
2 0:0.49 1:0.365 2:0.145 3:0.6345 4:0.1995 5:0.1625 6:0.22 7:10
1 0:0.335 1:0.25 2:0.09 3:0.181 4:0.0755 5:0.0415 6:0.06 7:7
2 0:0.415 1:0.325 2:0.105 3:0.38 4:0.1595 5:0.0785 6:0.12 7:12
1 0:0.5 1:0.405 2:0.14 3:0.6155 4:0.241 5:0.1355 6:0.205 7:9
2 0:0.485 1:0.395 2:0.16 3:0.66 4:0.2475 5:0.128 6:0.235 7:14
1 0:0.55 1:0.405 2:0.14 3:0.8025 4:0.244 5:0.1635 6:0.255 7:10
1 0:0.45 1:0.35 2:0.13 3:0.46 4:0.174 5:0.111 6:0.135 7:8
3 0:0.405 1:0.3 2:0.12 3:0.324 4:0.1265 5:0.07 6:0.11 7:7
1 0:0.47 1:0.36 2:0.135 3:0.501 4:0.1665 5:0.115 6:0.165 7:10
2 0:0.415 1:0.305 2:0.13 3:0.32 4:0.1305 5:0.0755 6:0.105 7:8
2 0:0.445 1:0.325 2:0.125 3:0.455 4:0.1785 5:0.1125 6:0.14 7:9
2 0:0.47 1:0.35 2:0.145 3:0.5175 4:0.187 5:0.1235 6:0.18 7:11
2 0:0.49 1:0.375 2:0.15 3:0.5755 4:0.22 5:0.144 6:0.19 7:9
2 0:0.445 1:0.355 2:0.15 3:0.485 4:0.181 5:0.125 6:0.155 7:11
3 0:0.425 1:0.38 2:0.105 3:0.3265 4:0.1285 5:0.0785 6:0.1 7:10
2 0:0.5 1:0.37 2:0.135 3:0.45 4:0.1715 5:0.1055 6:0.155 7:9
2 0:0.39 1:0.29 2:0.125 3:0.3055 4:0.121 5:0.082 6:0.09 7:7
3 0:0.365 1:0.27 2:0.085 3:0.205 4:0.078 5:0.0485 6:0.07 7:7
2 0:0.58 1:0.465 2:0.165 3:1.1015 4:0.404 5:0.2095 6:0.35 7:11
2 0:0.53 1:0.415 2:0.16 3:0.783 4:0.2935 5:0.158 6:0.245 7:15
1 0:0.555 1:0.445 2:0.135 3:0.836 4:0.336 5:0.1625 6:0.275 7:13
1 0:0.565 1:0.44 2:0.175 3:0.9025 4:0.31 5:0.193 6:0.325 7:14
1 0:0.625 1:0.505 2:0.215 3:1.4455 4:0.496 5:0.287 6:0.435 7:22
3 0:0.275 1:0.215 2:0.075 3:0.1155 4:0.0485 5:0.029 6:0.035 7:7
3 0:0.44 1:0.35 2:0.135 3:0.435 4:0.1815 5:0.083 6:0.125 7:12
3 0:0.295 1:0.225 2:0.08 3:0.124 4:0.0485 5:0.032 6:0.04 7:9
3 0:0.075 1:0.055 2:0.01 3:0.002 4:0.001 5:0.0005 6:0.0015 7:1
3 0:0.13 1:0.1 2:0.03 3:0.013 4:0.0045 5:0.003 6:0.004 7:3
3 0:0.11 1:0.09 2:0.03 3:0.008 4:0.0025 5:0.002 6:0.003 7:3
3 0:0.16 1:0.12 2:0.035 3:0.021 4:0.0075 5:0.0045 6:0.005 7:5
1 0:0.565 1:0.425 2:0.16 3:0.9425 4:0.3495 5:0.2185 6:0.275 7:17
3 0:0.27 1:0.2 2:0.07 3:0.1 4:0.034 5:0.0245 6:0.035 7:5
3 0:0.23 1:0.175 2:0.065 3:0.0645 4:0.026 5:0.0105 6:0.02 7:5
3 0:0.3 1:0.23 2:0.08 3:0.1275 4:0.0435 5:0.0265 6:0.04 7:8
3 0:0.33 1:0.255 2:0.085 3:0.1655 4:0.063 5:0.039 6:0.06 7:8
3 0:0.35 1:0.26 2:0.085 3:0.174 4:0.0705 5:0.0345 6:0.06 7:10
3 0:0.32 1:0.245 2:0.08 3:0.1585 4:0.0635 5:0.0325 6:0.05 7:13
3 0:0.36 1:0.275 2:0.085 3:0.1975 4:0.0745 5:0.0415 6:0.07 7:9
3 0:0.305 1:0.245 2:0.075 3:0.156 4:0.0675 5:0.038 6:0.045 7:7
3 0:0.345 1:0.27 2:0.11 3:0.2135 4:0.082 5:0.0545 6:0.07 7:7
3 0:0.33 1:0.25 2:0.105 3:0.1715 4:0.0655 5:0.035 6:0.06 7:7
1 0:0.59 1:0.47 2:0.18 3:1.1235 4:0.4205 5:0.2805 6:0.36 7:13
2 0:0.595 1:0.455 2:0.155 3:1.0605 4:0.5135 5:0.2165 6:0.3 7:12
2 0:0.575 1:0.46 2:0.185 3:1.094 4:0.4485 5:0.217 6:0.345 7:15
1 0:0.6 1:0.495 2:0.165 3:1.2415 4:0.485 5:0.2775 6:0.34 7:15
1 0:0.56 1:0.45 2:0.175 3:1.011 4:0.3835 5:0.2065 6:0.37 7:15
1 0:0.56 1:0.45 2:0.185 3:1.07 4:0.3805 5:0.175 6:0.41 7:19
1 0:0.545 1:0.46 2:0.16 3:0.8975 4:0.341 5:0.1655 6:0.345 7:10
2 0:0.635 1:0.505 2:0.17 3:1.415 4:0.605 5:0.297 6:0.365 7:15
2 0:0.59 1:0.475 2:0.16 3:1.1015 4:0.4775 5:0.2555 6:0.295 7:13
2 0:0.54 1:0.475 2:0.155 3:0.928 4:0.394 5:0.194 6:0.26 7:11
2 0:0.57 1:0.44 2:0.125 3:0.865 4:0.3675 5:0.1725 6:0.27 7:12
1 0:0.53 1:0.42 2:0.165 3:0.8945 4:0.319 5:0.239 6:0.245 7:11
3 0:0.245 1:0.195 2:0.06 3:0.095 4:0.0445 5:0.0245 6:0.026 7:4
1 0:0.27 1:0.2 2:0.08 3:0.1205 4:0.0465 5:0.028 6:0.04 7:6
2 0:0.46 1:0.38 2:0.13 3:0.639 4:0.3 5:0.1525 6:0.16 7:11
1 0:0.52 1:0.45 2:0.15 3:0.895 4:0.3615 5:0.186 6:0.235 7:14
1 0:0.35 1:0.275 2:0.11 3:0.2925 4:0.1225 5:0.0635 6:0.0905 7:8
1 0:0.47 1:0.39 2:0.15 3:0.6355 4:0.2185 5:0.0885 6:0.255 7:9
2 0:0.45 1:0.36 2:0.125 3:0.4995 4:0.2035 5:0.1 6:0.17 7:13
2 0:0.64 1:0.525 2:0.215 3:1.779 4:0.4535 5:0.2855 6:0.55 7:22
1 0:0.59 1:0.5 2:0.2 3:1.187 4:0.412 5:0.2705 6:0.37 7:16
1 0:0.62 1:0.485 2:0.205 3:1.219 4:0.3875 5:0.2505 6:0.385 7:14
1 0:0.63 1:0.505 2:0.225 3:1.525 4:0.56 5:0.3335 6:0.45 7:15
1 0:0.63 1:0.515 2:0.155 3:1.259 4:0.4105 5:0.197 6:0.41 7:13
1 0:0.655 1:0.54 2:0.215 3:1.844 4:0.7425 5:0.327 6:0.585 7:22
2 0:0.66 1:0.53 2:0.185 3:1.3485 4:0.493 5:0.245 6:0.49 7:12
1 0:0.61 1:0.5 2:0.24 3:1.642 4:0.532 5:0.3345 6:0.69 7:18
1 0:0.635 1:0.525 2:0.205 3:1.484 4:0.55 5:0.3115 6:0.43 7:20
2 0:0.515 1:0.425 2:0.135 3:0.712 4:0.2665 5:0.1605 6:0.25 7:11
2 0:0.535 1:0.415 2:0.185 3:0.8415 4:0.314 5:0.1585 6:0.3 7:15
3 0:0.36 1:0.285 2:0.105 3:0.2415 4:0.0915 5:0.057 6:0.075 7:7
2 0:0.455 1:0.355 2:0.12 3:0.4495 4:0.177 5:0.104 6:0.15 7:9
